challenge,response
0000001011001000,0
0110010101001101,1
1101011000010111,1
0101011010110011,0
0010101111101000,1
0100001000001010,1
0111110001011100,1
0000011000111111,1
1100101100000110,1
1010010101111101,1
1110111011000001,1
0110101010101011,1
1111100111101111,1
1001001000010011,1
0000010011010111,1
0000111111110100,1
1011000100010011,0
0101101011011101,1
1001010001111111,1
0010001101100110,1
1001011111110010,0
0010000000001000,1
0010001101110100,1
0100001001010101,0
1111101110110100,0
1101010000110101,1
0100011011100011,1
0110010111010110,0
1001000001100111,0
0110011010101101,1
0010110000010011,1
1001110011001001,0
0001011011011000,1
0011101111001000,1
0111110001101010,1
0000000111101010,1
0010110101110101,1
1000011101011000,1
0101000100110110,1
1000000000111010,1
1110010010011101,1
1010011000011010,1
1110101110100001,1
0111000000110101,1
1110111000011011,1
1010111110111111,1
1010001110011100,1
1011101100111110,1
0011100111001001,1
0011110100000110,0
0101000000011111,0
0111111010111101,1
1010111111011011,0
0111101010010100,0
1111010011011111,1
0011100110011101,1
1011011001111101,1
0110100110001000,1
0101011001000010,1
1000111101110110,0
1001110001111101,1
1110100000101101,1
1011101001101100,0
1110101011101110,1
1010011101000101,1
0100011001110101,0
1111100011101100,1
1010010101111011,0
0011100000101111,0
0000110001010110,1
1110101111101110,1
0001001001010001,1
1100001101100000,1
1000001011111110,0
1010010100110001,1
1110000010011110,1
0101111001100010,1
0010100011010010,1
1000001011111010,1
1100010000011010,0
1100101011011111,1
1110001000001100,0
0011010000101111,1
0100111111010010,1
0100110001111000,1
1011000101001011,1
0100110010110000,0
1101100101010111,0
1000110101100100,1
0101111100100010,1
0010101001001001,1
1011001110000111,1
1011001110000110,0
1011110010000101,1
0111011011111011,1
1001100000110110,1
0001010111000000,0
1101101100110100,1
0001111110001100,1
1110010110000111,1
1001101100101001,1
1111010111000111,1
1000001110010010,0
1001001000111100,1
0110000010010000,1
0010110100100000,1
0010011111100001,1
0100000000100111,1
0110110100111111,1
0011011110110101,1
1111000100010010,1
1001000111001011,1
1011100000110111,1
1100000111111011,1
1100100001000010,1
0000110101011000,0
0111111010111010,0
1010111001111111,1
0110010011000011,1
1011011110010111,1
1010001100010000,0
0101100100010101,0
0110001001001100,1
1000001111011010,1
1101100001110000,1
0010101000110000,0
1000101101010010,1
1011101011011010,0
1111111010001011,1
0000101001101011,1
1000011000110000,1
1111101100110001,0
0001011100100100,0
1100111011010101,1
0100000101010011,0
1010000011100010,0
0001100111011110,0
0100010001111100,0
1011110010100101,0
1110100110110001,1
0001010101101110,1
1111010110011101,1
1111100110001101,0
0010001110011101,1
1111100000011111,1
1100011010011000,0
1001110111101101,1
1101011110001000,1
1111011110000000,0
1010100011100011,1
1010111111000110,1
1011001101001101,1
0001010011111110,1
0111000111101111,1
1101100111011001,0
1110110010011111,1
0011110110110001,1
1111100010100001,1
1101100111011011,1
0110000111100001,0
1111000010100011,0
1100110101111110,0
1110011101000110,0
0110111011010011,0
0110010110110001,1
0010101000101101,1
1110100011111011,1
0101001101010001,1
0111000000101001,1
0010000001010111,0
1001111101010101,0
1110100010101100,0
0111110011101011,1
1111010110011100,1
0011011001000110,1
0001111010000011,1
0110111001100111,1
1001100111000110,1
1000100010110111,1
0110100010000001,1
1110100011000111,1
0001111000111011,1
1010100100010111,1
0100101110100100,1
0100011100010101,1
0011111110001011,1
0110000011111100,1
1011111111100100,1
1000111100110011,1
0000000100000110,1
1111010110110101,1
0011000010011001,0
1000011101000010,1
0111000001010011,1
1001010000111110,0
0000010101100010,1
0000011111100011,1
1010000010100101,1
1111100100011100,0
1001101100001010,0
0011111000000011,1
1101010111011000,1
0100001010101001,1
0011010011100100,1
0010110001000000,1
0100100011100111,1
0010010111111110,0
1000101011010110,1
0011001101010000,1
0100010111110010,1
0100111110100110,1
1001010111110010,1
1100000111100110,1
0100000000111001,1
1101010100010101,1
1010111011111011,0
0111001001000111,0
1100101010000100,1
1101110001111010,1
1100111100000011,0
1101101011100111,1
1111100100111110,0
0010101100000000,1
1000101110011101,1
0101101101100001,1
0111110110100101,1
0110101110000010,1
1101101100001111,1
0001111100101110,1
1100010011100001,1
0011010101111101,1
1001001000001111,1
1110000100000001,1
0110001000011101,0
0011010001101111,1
0100100010110111,0
1100111110000000,0
0001101110101111,1
1110011101101101,1
1100111010111011,1
0000011000101110,1
0001111000111001,1
1001000110111110,1
1011111101001100,1
0000001101100010,1
1000101110010111,1
0100101111100001,0
1111011100000110,1
1010110010000101,0
1100001011010101,0
1011100101101100,0
1111100100111000,1
1010011000111110,1
0010001011110111,0
0001001100111111,1
1000000000011000,1
0101111110101100,1
1001001010010100,0
1100111000110011,1
0100111110101110,1
0110111111101010,1
