challenge,response
0000011001110011,0
0001111110110000,1
1000000001110011,0
1010110110110111,1
0001000110010100,0
0010101111110010,0
0001011010110000,0
1010011101101000,1
1001000111111101,0
0111110010111100,1
1100010110111101,1
0010001111001100,0
1000001000101010,0
1100001110110001,0
1011100000100011,0
1010101100110100,0
1000111101110100,1
1111101100001111,1
0101111101111010,1
1011101101110111,1
0111110101000101,1
1110011100101011,1
0000001001111100,1
1101101000000100,0
1010101010100001,0
0110101101001000,1
1110011010001110,0
1001010000011111,1
0010110001100001,0
1001011000010010,0
0011001110010000,0
1111110110000111,0
0000011001011101,1
0001110011001110,0
1101000011011111,0
1001100010010001,0
0010100101111001,0
1011110100101001,1
0101110110000100,1
0001110000111100,1
0110011111000000,0
0000101011001000,0
0100001011011000,0
1000110000010000,0
1000100011110000,0
1000111101111010,1
1001010000001000,0
1110010111011101,1
1011101101011011,0
0100010000110010,1
1101111000011111,1
0111111100110110,1
0010011001111001,1
1000111010011010,0
1010111000010001,0
1100111000011100,1
1001111001110100,1
1001000110111000,0
1011110101100011,1
1101001000000010,0
0000110101100001,1
1000111011101100,1
1010011111101100,1
1110111110111110,1
1001011001100000,0
0010011011000001,0
1101111000101000,1
1100001010101001,0
1011000101011101,0
1010110100111011,0
1000111011110011,0
0110011010111100,1
0011111011011101,0
0010000011011010,0
0000111010001110,1
1000010100100110,1
1010101011011011,0
0001000101000100,1
1011111001111111,1
1110000010000110,0
0101110111010110,0
1010110111110011,0
0101000111011110,1
0000110111001010,1
1000101000001110,0
0000111000000001,0
0010100101110110,1
0000100011010000,0
0111101010000100,0
1000101010000110,0
0011110101110111,1
0101101110000010,0
0010111111110100,1
1010010011110000,0
1110110001010001,0
0101111010110010,0
0001111000101110,1
1110110110100001,0
0100100011000101,0
0110001010111101,0
0001011101001011,1
1001110011101101,0
0100110110010011,0
1111000100101111,1
1100100001000111,0
1011011100001000,1
1100101011110010,0
0110001110011000,0
0101110000101100,1
0001100000110000,0
0000010001110000,0
0000110011111001,0
1110100111111111,0
0000100110101001,0
1010100110010100,0
1000010111011101,1
1111000011001100,0
0111101001101001,0
1001010011110101,0
1010101011101110,0
1001100110110111,0
0001111010111111,1
1001101011111101,0
0110011100011111,1
0000100110100100,0
1000001011111101,0
1111011101000001,1
1100010001001010,0
1111000010111100,0
1011110100110000,1
0100100111100000,0
1100101000100110,0
0101101110000111,1
0010011010110110,1
0101001010010110,0
0001111011011001,0
1110010010110011,0
1000011010001111,0
1101010110101100,1
1110100010110101,0
1010110101111001,0
1101001011010111,0
1101111011001010,0
0111000111011001,0
1110010100100001,1
1000111101011100,1
1010010101011111,1
1011000000010010,0
0101001101100101,1
0100111100000110,1
1110000001101111,0
0101100110101000,0
1000110100110011,1
1001011101011100,1
0111011101000001,1
1110101010010101,0
1001110101000011,0
0010100011111010,0
1111001110101011,0
0110110000111011,1
1111011111010110,1
0111000111000010,0
1101110000110101,0
1110111111011100,1
0110010110011010,1
0011100100100100,1
0101010000100100,1
0011110000100000,0
0000111001101000,1
0000111011101110,1
1010010110111001,0
1011011110101111,1
1000011101001010,1
0001011010010000,0
0010111000101001,0
1100011010100110,0
0110110000100010,0
1000001100011011,1
1010111111000110,0
0101111000000101,1
1000000010101101,0
0100100011101111,0
1101110001000110,0
1010010100110111,1
1011110101011000,1
1111111000111001,1
1011001011110100,0
1110011011100100,0
0111100110100110,0
0111110110001000,1
0011110110111110,1
0011010111000100,0
0111100110010000,0
1111110000110110,0
1001111001000111,1
1110111111001101,1
1010111100000100,1
0110011110011001,1
1110001101110001,0
0110011010000001,0
0010110011011111,0
1111011110110101,1
1010111001101001,0
0000111010111001,0
1010101110000101,0
1101101000010111,0
0111011000000111,1
0010011000010101,1
0111100001000011,0
1101010100101111,1
1001001010001000,0
0011011011100010,0
0001001111111010,1
1100100011010000,0
1100101101001001,0
1100110001111001,1
1001100011000111,0
0110000001001000,0
0001001000001100,0
0001000111100010,0
0001101010001001,0
1010001101101010,1
0000100000111111,0
1001011000110001,0
0001101110101100,1
0111000011011000,0
1001011110110100,1
0011100101111010,1
0011101101101001,1
0000000001001001,0
0011100111000101,0
0010001011001000,0
1011011011011100,0
1100111101111000,1
1011110101110000,0
0001000110100101,0
1101001100001001,0
0111100100000001,0
1110101110111000,0
0100110110011100,1
0100001100010011,0
1001111100010011,1
0011000101111011,0
0111110001001101,0
0111011101111001,1
0101111110111111,1
0001000000011010,0
1111011110100111,1
1110101001000101,0
1001101101111110,1
1111001010000011,0
1011110111011111,0
0100011101001011,1
1011110101110001,1
1111011111000001,0
1010101100001010,0
0010111011110101,0
1100001000111110,1
1011001010011111,0
0110100001100001,0
0110000011101011,0
0100011111011111,1
0011100001010010,0
0110000000100110,0
1101001110001001,0
1000101011101011,0
0011110101010000,1
1010101001111101,0
0110101101010110,1
1011010010100111,0
0100001001010000,0
1110000101001111,0
1111100111100010,0
1110100001010101,0
0000000001011101,0
1110010111010111,0
1010110000000111,0
1101010110110000,0
0001110100101100,1
1000000100000011,0
0010111101000000,1
1110101000011111,0
1111110011000000,0
1110110001010011,0
0101010011100100,0
0001111100111010,1
0011011110001011,1
1100001011111110,0
0000111110111011,1
0100000001111110,0
0111110010100110,0
0000110010001011,0
0101110011010001,0
0011001001101100,0
1100000011010100,0
0011101101110001,1
0110110100111100,1
1101010101001011,1
0100001001011010,0
0000100000010011,0
0010010000100000,0
0111001111100110,0
1010000000100001,0
1110000000110011,0
0011110100110110,1
1010111000000111,0
1011001111010100,0
0111000010000110,0
0010111000010101,0
0110111110010101,0
1011111111011110,1
0110111000011011,1
0100100100000100,0
0011110000011011,0
0011100011000010,0
0110010111100100,1
1011011010110000,0
0101010010011000,0
0110010010100000,0
0010110011001010,0
1100101011000011,0
0010100100111010,0
0100110110110011,0
0010100010100110,0
1101110110000110,0
1011010010000000,0
1010101001011100,0
1111100111101010,0
1100111110000101,1
1100101000100101,0
0000101010001111,0
1000011110111010,1
0100101101010100,1
0111110010001001,0
0011000101000100,0
1111001100001001,0
1000000001100010,0
1101010101111110,1
0100100010101001,0
1111000100010011,0
0000110000101100,1
1110010101110000,1
0100011100010010,1
0111011110111001,1
1011010101111000,1
0011110000100001,0
1100010011001101,0
1111100010111111,0
0011111100111100,1
0001100000101000,0
0000011100101010,1
1101011010110111,0
0110011100100110,1
0010010111010010,0
1010011110010011,0
1111000100100100,0
1001010010101011,0
0111001111010101,0
1111100001100011,0
1100100111101101,0
1010101110010101,0
0001110100000111,1
0001010110011010,1
0100011010111101,1
1101010101000011,0
1101100111100111,0
1000010110111001,0
0101100101001100,1
1110110000000010,0
0001100010011111,0
1011101101011100,1
1101111101010111,1
0001110001100010,1
1010010001111101,0
0101001011011111,0
1101110100001011,0
0010110000101000,0
0001001000100011,0
0101100010000010,0
0000101001001101,0
1010110110100101,1
0101000000111101,0
0010010001100010,0
0111110101011110,1
1110100110100101,0
0101001000101001,0
0111011010011111,1
0101110101111101,1
1100011101010100,1
1100001111011110,1
0100010000001010,0
0011001111111110,1
0000100111010110,0
1000010011100011,0
0110110001101000,1
1110110011111100,0
1011101000000101,0
0010101001110111,0
0001010100010001,1
0000010101100111,1
1100000001110110,0
1001101000011101,0
0100101111000110,1
1100000000110011,0
1011100001100000,0
0001000110000111,0
0011100101011101,0
0010110111000100,0
0111110000101110,1
0011111000100011,0
0000101010111000,0
0011001000110110,0
0001010000100111,1
1000100010111101,0
1001100011010011,0
1100110111010110,0
0001111001011111,1
1111011110101100,1
0000001000111001,0
1111111111000000,0
1101101111100101,0
0100010011110101,0
0100110001001111,1
0001011110110111,1
0100010010001010,0
0000100101110100,1
0001100101100101,0
1100111010101100,0
0110100111111010,0
1100011011001101,0
0011001100010111,1
1010011011000101,0
1011111111110101,1
0011011011001011,0
0100111111000010,1
0011110111101111,1
1000011000010110,1
0101010110010101,1
1101111111011110,1
1011000111011010,0
0000101100010011,0
1011111101100100,1
1010011110111111,1
0001101111011100,0
0101010000001111,1
1011010100111111,1
0001010101111011,1
1000100101010001,0
1110000111010100,0
1111110000111101,1
1000100111100010,0
0111100001111111,0
0101000110010011,0
0110000010110001,0
0001110101100110,1
0110011000011001,1
0111111111101010,1
1111000001101011,0
1100011000000100,0
1111111110000100,1
0100110000111000,1
0011100110010110,0
0100001110001011,0
1101101011101111,0
1110010101010011,0
0011101100011001,0
0010101011110110,0
1010111101100110,1
1000111101011011,1
0111101110100010,0
0110101111111001,0
0110011100100101,1
0010100110101101,0
0111010110100001,0
1110100011010110,0
0011000110110011,0
1010001011011101,0
0100000110000100,0
0011010001000101,0
0100110111111000,1
1010011100011111,1
1111100111100111,0
0101111111111110,1
0111100010110111,0
0100100110011011,0
1101010000100111,1
0101011001110101,1
0100000000011111,0
1001000010111010,0
0000011101111100,1
1000100011001000,0
1000011110011000,1
0101011101000111,1
0001110001111000,0
0111101011110101,0
1111010001111111,1
1110101101000011,0
0000100101101000,1
1101101000101100,1
0010100010011001,0
1001111110110101,1
1110011101110010,1
1000010011011011,0
1101000000000010,0
0111010101001010,1
0001011010111100,1
1101010110100010,1
0001111100000101,1
0101011100010100,1
0110001100111110,1
0111111101101011,1
1000111001110001,0
1010111010110100,0
0110101110100011,0
1111110100000110,1
1001111101110000,1
0011001001110111,0
1001010110111111,1
1010000011001000,0
0010011110110011,0
0000100000011000,0
0111110001111101,1
0011000001010011,0
1110011111000011,0
1011101111101100,0
1000110111111111,1
0011000111000001,0
1110110100001011,0
0010010000110010,0
1001011011011000,0
1110101110000011,0
1011011110010100,1
1001001101001110,1
1100111111111000,1
0011001111010010,0
1100000011000110,0
1111010011001110,0
0010011110111100,1
0111101111010000,0
1100001010000010,0
1000110110010101,0
1010110010110001,0
0001111101101010,1
1000110101101110,1
0110010011000100,0
0101000011011000,0
0001101000100001,0
1110010010011010,0
0111110111100000,0
1011000010001110,0
1100001110101101,0
0011101110011101,0
0000000100000010,0
1011001010111110,0
1110001111001110,0
1110010101110101,1
1100001110101111,1
0011111001100011,0
1000001000011101,0
1110101101001011,1
0100101101100101,1
1001111010010010,0
0011000100100010,0
0110000111001000,0
0011011100101001,1
0111001101011000,0
1101101101101001,1
0111110010110001,0
1001110110101100,1
1111110111110100,1
0000110000010001,0
1010010110011111,1
1010011000000010,0
1100001000111010,0
0100011101011001,1
1000010100010010,1
1001100101101110,1
0110000101110111,1
1001101110011100,1
0110011110011010,1
0000101000110101,0
1001111011111001,0
1001111010111111,1
1001010110001010,1
1001001001001010,0
0010110101100000,1
1111100011101101,0
1010101100110111,0
0100111011000101,0
1100101101000110,1
0010100010001001,0
1101001001011000,0
1110010110111000,0
0111001110000001,0
1010101011001011,0
1000100011100101,0
1010001110011111,0
0010010100001101,1
0010101000010010,0
0110010011111001,0
0110010010000010,0
0001000010111011,0
0100001110101001,1
1001000111001100,0
0010101101110110,0
0011010011010110,0
1010111100001000,1
0010001000000000,0
0101000000101110,0
0101110110010000,1
0101010001111001,1
0111000001101100,0
0011000110110110,0
0001000110100010,0
0001011101000110,1
0101001000110100,0
1101110111011110,1
0000101101100101,1
1111001111101001,0
1011001111101100,0
0001011111000111,1
0110111111001000,1
1100001110010111,0
1100010100111110,1
1010100001110011,0
1111110101000111,1
0010010101100100,1
1100101110111110,1
1110010101111110,1
1010010010101001,0
0100100101101010,1
1110000001101101,0
0010011010111000,0
0010101110101010,0
1111110110011101,0
1000100000010100,0
0011100010100101,0
0010010000110111,0
1010000011111001,0
1110110000101001,0
0101111001000011,0
1011000001110001,0
0101111010100101,1
0001100100000011,0
0111100100111110,1
1010101000010110,0
0110111111010111,1
1100100111110110,0
1001101010110011,0
0101110100111101,1
0100100010001000,0
1000100101111010,1
1110111000111110,1
1110010100011110,1
1111110011001110,0
1110111011100000,0
0011001111010110,0
1101110010110111,0
1100010110101101,1
1011100010101011,0
0111011011100001,0
1111100011010000,0
0000110000101011,0
0111101000010100,0
0011100100011001,0
0110001101100110,1
1111110100001000,0
1101001011100010,0
1001011100011001,1
0100110111101101,1
1001100000111101,0
0111110100001011,1
0011101001111100,1
1000101100011001,0
0000111001110011,0
